"attrition","training_spend","education_level","job_title","gender_male","performance_rating","boss_rating_avg","salary","overtime_per_week","traveldays_per_year","lastpromotion_months","salary_difference"
TRUE,2094,"BSc","Junior developer",TRUE,1,1.6,3675,4,24,12,-246.857638888899
FALSE,2385,"BSc","Developer",TRUE,4,3.8,5969,2,23,18,-78.7714285714428
TRUE,1973,"BSc","Junior designer",FALSE,2,2,3805,8,26,10,-125.969111969137
FALSE,2053,"MSc or MBA","Lead designer",TRUE,4,1.6,8989,11,18,21,-5.33333333329756
FALSE,1953,"BSc","Junior developer",TRUE,2,1.9,3793,5,23,20,-128.857638888898
FALSE,1970,"BSc","Associate",TRUE,3,2.3,5082,2,28,28,-1.3448275861947
FALSE,2253,"BSc","Junior designer",FALSE,3,4.9,4012,6,30,34,81.0308880308621
TRUE,1491,"MSc or MBA","Junior designer",FALSE,4,1.9,4188,12,19,30,-41.2142857143081
FALSE,1951,"BSc","Junior designer",TRUE,2,3.6,3761,6,20,20,-169.969111969137
TRUE,2135,"MSc or MBA","Associate",FALSE,4,4.5,5397,1,15,34,-41.7692307692141
FALSE,2154,"MSc or MBA","Junior developer",TRUE,2,2.1,3931,7,3,34,9.14236111110176
FALSE,2154,"MSc or MBA","Consultant",TRUE,3,2.6,7549,6,7,27,224.042857142836
FALSE,1577,"MSc or MBA","Associate",TRUE,4,3.4,5436,2,24,35,-2.76923076921412
FALSE,2092,"BSc","Junior designer",FALSE,4,1.8,4142,8,21,17,-87.2142857143081
FALSE,2242,"DSc or PhD","Lead designer",FALSE,4,3.1,9058,7,29,5,63.6666666667024
TRUE,2319,"BSc","Junior developer",TRUE,2,1,3904,6,17,16,-17.8576388888982
TRUE,1944,"BSc","Junior designer",FALSE,1,2.6,3751,10,21,3,-179.969111969137
FALSE,1920,"MSc or MBA","Junior developer",FALSE,2,2,3874,1,15,20,-47.8576388888982
FALSE,2372,"BSc","Junior designer",TRUE,5,2.1,4459,9,7,16,229.785714285692
TRUE,1583,"BSc","Junior developer",TRUE,1,3.3,3608,6,39,18,-313.857638888899
FALSE,1891,"BSc","Consultant",TRUE,3,2.6,7562,3,16,8,237.042857142836
FALSE,2114,"BSc","Consultant",FALSE,4,2.8,7856,9,23,20,-8.26315789475939
TRUE,1596,"BSc","Senior designer",FALSE,3,1.9,6952,5,24,25,202.909090909119
FALSE,2070,"BSc","Business analyst",TRUE,4,3.2,4206,5,33,16,-35.8888888889069
FALSE,2469,"BSc","Junior developer",TRUE,4,2.9,4134,6,16,18,-106.976377952762
FALSE,1999,"MSc or MBA","Senior designer",TRUE,1,2.4,6221,3,18,13,-528.09090909088
FALSE,2119,"MSc or MBA","Associate",TRUE,4,3.6,5389,2,29,10,-49.7692307692141
FALSE,1930,"MSc or MBA","Developer",TRUE,2,3.1,5571,7,14,8,-26.4833333333427
TRUE,2226,"DSc or PhD","Associate",FALSE,5,4.4,5596,5,16,7,157.230769230786
FALSE,1706,"BSc","Associate",FALSE,3,4.1,5154,0,21,21,70.6551724138053
FALSE,1670,"MSc or MBA","Junior designer",TRUE,3,3.1,3975,5,30,24,44.0308880308621
FALSE,1852,"BSc","Junior designer",FALSE,2,2.1,3900,7,21,26,-30.969111969137
FALSE,2199,"BSc","Developer",TRUE,4,1.4,6087,4,11,7,39.2285714285572
FALSE,1510,"BSc","Senior designer",TRUE,1,1.8,6233,7,31,34,-516.09090909088
TRUE,1837,"BSc","Junior developer",TRUE,2,3.1,3823,8,8,26,-98.8576388888982
FALSE,2099,"MSc or MBA","Developer",FALSE,4,2.1,6003,4,23,3,-44.7714285714428
TRUE,1772,"BSc","Developer",FALSE,2,2.9,5526,3,16,25,-71.4833333333427
FALSE,2222,"MSc or MBA","Junior designer",FALSE,4,4.3,4253,2,46,22,23.7857142856919
FALSE,2083,"MSc or MBA","Developer",TRUE,3,3,5820,16,8,23,222.516666666657
FALSE,2205,"BSc","Junior developer",TRUE,4,3.5,4257,6,23,23,16.023622047238
FALSE,2097,"BSc","Senior designer",TRUE,3,4.4,6855,5,23,25,105.909090909119
FALSE,1889,"BSc","Lead developer",TRUE,2,1.2,8892,0,8,19,-111.500000000091
FALSE,2058,"MSc or MBA","Junior developer",TRUE,4,1.7,4253,1,14,19,12.023622047238
FALSE,2089,"BSc","Business analyst",FALSE,4,1.9,4132,0,12,23,-109.888888888907
FALSE,1835,"BSc","Designer",FALSE,2,3.7,4421,5,21,9,-89.3607594936502
FALSE,2214,"MSc or MBA","Consultant",TRUE,3,3.3,7471,0,11,21,146.042857142836
FALSE,2288,"MSc or MBA","Developer",FALSE,5,3.2,6181,6,19,13,133.228571428557
FALSE,2069,"BSc","Senior developer",TRUE,4,4.1,7288,1,34,20,41.7666666666664
FALSE,1960,"BSc","Junior developer",TRUE,3,2.2,3970,6,44,7,48.1423611111009
FALSE,1373,"BSc","Junior designer",TRUE,4,4.1,4283,4,36,5,53.7857142856919
FALSE,1981,"BSc","Business analyst",FALSE,2,3.7,3802,4,11,21,-140.767676767697
FALSE,2069,"BSc","Business analyst",FALSE,2,1.6,3913,1,27,31,-29.7676767676971
TRUE,1951,"BSc","Junior developer",TRUE,2,2.2,3944,11,20,23,22.1423611111018
FALSE,1770,"MSc or MBA","Developer",TRUE,2,4.9,5472,1,31,24,-125.483333333343
FALSE,1698,"MSc or MBA","Developer",FALSE,3,1.2,5789,2,40,23,191.516666666657
FALSE,1693,"MSc or MBA","Junior developer",TRUE,2,3.3,3858,4,28,26,-63.8576388888982
FALSE,2186,"MSc or MBA","Designer",FALSE,4,5,4746,5,22,21,-101.651515151496
TRUE,1979,"BSc","Junior developer",TRUE,2,2.1,3809,12,15,24,-112.857638888898
FALSE,2197,"BSc","Business analyst",FALSE,3,3.2,4046,2,20,8,103.232323232302
FALSE,1933,"MSc or MBA","Business analyst",FALSE,3,2.8,4068,1,43,29,125.232323232302
FALSE,1852,"BSc","Developer",FALSE,1,1.6,5350,1,13,10,-247.483333333343
FALSE,1908,"BSc","Business analyst",FALSE,3,3.8,3944,7,20,19,1.23232323230195
FALSE,1537,"BSc","Associate",TRUE,3,2.9,5249,1,16,20,165.655172413805
TRUE,1708,"BSc","Designer",TRUE,3,3,4663,6,6,29,152.63924050635
TRUE,1639,"MSc or MBA","Junior designer",TRUE,4,3.3,4273,11,46,29,43.7857142856919
FALSE,2264,"BSc","Business analyst",TRUE,2,3.4,3878,10,7,12,-64.7676767676971
FALSE,1851,"BSc","Business analyst",TRUE,1,3.5,3637,2,30,24,-305.767676767698
TRUE,2197,"BSc","Junior designer",TRUE,4,2.1,4108,6,22,23,-121.214285714308
FALSE,2379,"DSc or PhD","Designer",FALSE,5,3,4937,4,15,30,89.3484848485041
FALSE,1952,"BSc","Junior designer",TRUE,4,3.1,4263,9,19,18,33.7857142856919
FALSE,1562,"BSc","Designer",FALSE,3,2.5,4543,3,27,13,32.6392405063498
TRUE,2014,"DSc or PhD","Senior developer",TRUE,3,1.8,6942,4,7,11,218.370370370368
TRUE,2075,"MSc or MBA","Developer",FALSE,2,4,5553,13,16,29,-44.4833333333427
TRUE,1810,"BSc","Designer",TRUE,2,4.7,4400,12,18,25,-110.36075949365
TRUE,2671,"BSc","Developer",TRUE,4,2.3,5981,6,25,15,-66.7714285714428
FALSE,1885,"BSc","Business analyst",TRUE,3,2.2,3963,6,26,7,20.232323232302
FALSE,2016,"MSc or MBA","Junior designer",FALSE,3,2.2,4011,1,34,3,80.0308880308621
FALSE,1993,"MSc or MBA","Business analyst",TRUE,3,3.8,4023,8,12,23,80.232323232302
FALSE,1839,"DSc or PhD","Senior designer",TRUE,4,4.5,7189,6,25,25,-59.3636363636042
FALSE,2404,"BSc","Junior developer",TRUE,2,3.3,3923,8,41,13,1.14236111110176
FALSE,1993,"DSc or PhD","Consultant",TRUE,1,3.8,6779,8,16,33,-545.957142857163
FALSE,2141,"BSc","Designer",TRUE,4,2.5,4789,10,10,16,-58.6515151514959
FALSE,1976,"MSc or MBA","Junior designer",FALSE,3,3.8,4086,9,25,19,155.030888030862
TRUE,2254,"BSc","Developer",FALSE,2,1.7,5492,8,3,12,-105.483333333343
FALSE,1711,"BSc","Junior designer",FALSE,2,3.9,3855,1,19,22,-75.969111969137
FALSE,2580,"BSc","Junior developer",TRUE,4,2.6,4273,4,18,25,32.023622047238
FALSE,1849,"BSc","Junior developer",TRUE,1,3.8,3700,6,8,24,-221.857638888899
FALSE,1912,"MSc or MBA","Designer",FALSE,3,4.1,4579,4,30,31,68.6392405063498
TRUE,2037,"BSc","Junior developer",FALSE,4,2.3,4208,7,16,24,-32.976377952762
FALSE,2406,"MSc or MBA","Business analyst",FALSE,1,4.2,3676,9,19,10,-266.767676767698
FALSE,2228,"BSc","Business analyst",FALSE,3,2.3,4069,12,21,11,126.232323232302
FALSE,2036,"BSc","Junior designer",FALSE,3,4.3,4013,7,8,12,82.0308880308621
FALSE,1653,"MSc or MBA","Business analyst",FALSE,3,3.2,4001,2,25,13,58.232323232302
TRUE,1783,"MSc or MBA","Designer",FALSE,2,2.8,4394,7,17,36,-116.36075949365
FALSE,1959,"BSc","Business analyst",TRUE,2,2.3,3815,3,40,12,-127.767676767697
FALSE,2638,"BSc","Junior designer",TRUE,3,1.9,3954,11,17,18,23.0308880308621
FALSE,1868,"MSc or MBA","Business analyst",FALSE,2,2.7,3754,1,20,31,-188.767676767697
FALSE,2416,"BSc","Senior designer",TRUE,4,3.4,7159,6,11,5,-89.3636363636042
FALSE,1715,"MSc or MBA","Junior designer",FALSE,2,2.9,3770,9,35,30,-160.969111969137
FALSE,2036,"MSc or MBA","Developer",FALSE,4,2.4,6011,7,11,26,-36.7714285714428
TRUE,1725,"BSc","Junior designer",FALSE,3,3.3,3947,1,33,41,16.0308880308621
TRUE,2226,"BSc","Designer",FALSE,3,3,4606,6,20,17,95.6392405063498
FALSE,2371,"BSc","Junior developer",FALSE,5,1.7,4444,9,6,21,203.023622047238
FALSE,2488,"BSc","Junior designer",FALSE,4,2.6,4184,5,19,33,-45.2142857143081
FALSE,2199,"BSc","Junior developer",TRUE,5,3.2,4441,9,46,3,200.023622047238
FALSE,2461,"MSc or MBA","Designer",TRUE,2,3.6,4453,5,44,17,-57.3607594936502
FALSE,2312,"BSc","Junior developer",TRUE,4,3.2,4277,11,30,18,36.023622047238
FALSE,2119,"BSc","Senior developer",FALSE,4,2.7,7205,7,16,27,-41.2333333333336
FALSE,1757,"MSc or MBA","Junior developer",TRUE,3,2.4,4036,3,11,15,114.142361111101
FALSE,1954,"MSc or MBA","Designer",FALSE,2,3.1,4428,0,16,12,-82.3607594936502
FALSE,2305,"BSc","Developer",FALSE,5,2.6,6187,4,27,22,139.228571428557
FALSE,2135,"BSc","Business analyst",TRUE,3,3.7,3980,2,22,16,37.232323232302
FALSE,2114,"MSc or MBA","Consultant",TRUE,5,3.2,8087,7,2,21,222.736842105241
TRUE,1740,"MSc or MBA","Senior designer",FALSE,2,2.5,6560,2,39,3,-189.090909090879
FALSE,1849,"BSc","Junior designer",FALSE,3,1.6,4003,5,16,19,72.0308880308621
TRUE,1809,"BSc","Senior designer",FALSE,2,2.4,6596,6,32,29,-153.090909090879
FALSE,1752,"BSc","Designer",TRUE,2,4.3,4303,2,14,24,-207.36075949365
FALSE,2141,"BSc","Junior designer",FALSE,3,2.6,4121,5,17,15,190.030888030863
FALSE,2457,"BSc","Business analyst",TRUE,4,3.2,4269,4,21,9,27.1111111110931
FALSE,2115,"MSc or MBA","Senior developer",TRUE,2,2.8,6638,9,31,5,-85.6296296296305
FALSE,2060,"BSc","Developer",FALSE,3,1.7,5656,1,9,22,58.5166666666573
FALSE,1912,"BSc","Developer",TRUE,2,3.9,5519,3,14,16,-78.4833333333427
FALSE,2061,"BSc","Junior designer",FALSE,5,3.2,4458,8,9,21,228.785714285692
FALSE,1746,"BSc","Business analyst",FALSE,3,3.2,3999,1,12,32,56.232323232302
TRUE,1802,"BSc","Junior developer",TRUE,1,2,3645,8,37,28,-276.857638888899
FALSE,2410,"BSc","Developer",FALSE,4,2.9,5981,3,23,12,-66.7714285714428
FALSE,2271,"MSc or MBA","Junior designer",TRUE,4,4.9,4156,8,35,2,-73.2142857143081
FALSE,1844,"MSc or MBA","Consultant",TRUE,3,3.3,7503,10,32,17,178.042857142836
FALSE,2206,"BSc","Designer",TRUE,2,3.6,4425,3,17,6,-85.3607594936502
FALSE,1988,"MSc or MBA","Junior designer",TRUE,3,3.2,4094,2,17,29,163.030888030862
FALSE,2075,"BSc","Junior designer",FALSE,4,2,4187,3,3,12,-42.2142857143081
FALSE,2065,"DSc or PhD","Lead designer",TRUE,3,4.3,8595,2,4,16,266.923076923129
FALSE,1704,"BSc","Associate",TRUE,2,3.3,4987,2,23,19,-96.3448275861947
FALSE,2025,"BSc","Developer",TRUE,4,4.6,5920,1,22,7,-127.771428571443
FALSE,1555,"BSc","Developer",TRUE,4,3.6,5940,5,8,28,-107.771428571443
FALSE,2147,"MSc or MBA","Junior designer",TRUE,3,1.7,3939,8,12,30,8.03088803086212
FALSE,2274,"DSc or PhD","Senior designer",FALSE,3,1.5,6879,2,19,35,129.909090909119
FALSE,2361,"BSc","Business analyst",FALSE,3,3.1,4022,3,18,13,79.232323232302
FALSE,1519,"DSc or PhD","Senior developer",TRUE,2,4.7,6607,10,28,17,-116.62962962963
FALSE,2103,"BSc","Developer",TRUE,4,2.6,5987,8,31,18,-60.7714285714428
FALSE,2398,"BSc","Developer",TRUE,4,3.2,5907,3,34,23,-140.771428571443
FALSE,1896,"BSc","Developer",FALSE,2,3.3,5420,1,17,19,-177.483333333343
TRUE,1947,"MSc or MBA","Associate",TRUE,2,3.7,4927,3,24,15,-156.344827586195
FALSE,1991,"BSc","Associate",TRUE,2,3.9,4972,4,25,17,-111.344827586195
FALSE,2091,"BSc","Consultant",FALSE,4,3.9,7815,4,17,24,-49.2631578947594
FALSE,2166,"BSc","Junior developer",FALSE,2,3.7,3919,3,29,13,-2.85763888889824
FALSE,1976,"BSc","Business analyst",TRUE,3,3,3998,5,30,25,55.232323232302
FALSE,2049,"BSc","Business analyst",TRUE,5,3.5,4396,8,26,23,154.111111111093
TRUE,2622,"MSc or MBA","Designer",TRUE,4,4,4861,12,27,9,13.3484848485041
TRUE,2047,"MSc or MBA","Designer",FALSE,4,3.5,4769,6,25,9,-78.6515151514959
FALSE,1664,"BSc","Junior developer",TRUE,2,3.3,3911,4,17,15,-10.8576388888982
FALSE,2001,"BSc","Principal consultant",TRUE,4,3.2,10130,1,12,21,-152.428571428602
FALSE,1997,"BSc","Junior designer",TRUE,3,4.1,4100,6,7,7,169.030888030863
FALSE,1856,"BSc","Business analyst",TRUE,3,4.1,3985,7,33,13,42.232323232302
TRUE,1828,"MSc or MBA","Junior developer",TRUE,3,2.7,4005,6,21,32,83.1423611111009
FALSE,1820,"BSc","Junior designer",FALSE,2,4.6,3932,4,1,8,1.03088803086303
FALSE,1946,"BSc","Business analyst",FALSE,2,2.3,3783,8,23,14,-159.767676767697
FALSE,2342,"MSc or MBA","Designer",TRUE,4,3.1,4798,6,26,20,-49.6515151514959
FALSE,2262,"MSc or MBA","Junior developer",FALSE,4,1.6,4266,4,32,17,25.023622047238
FALSE,1910,"MSc or MBA","Senior developer",TRUE,3,2.5,6896,13,19,12,172.370370370368
FALSE,1579,"MSc or MBA","Consultant",FALSE,3,2.6,7420,2,24,10,95.0428571428356
FALSE,1789,"MSc or MBA","Designer",FALSE,3,2.3,4519,6,37,7,8.63924050634978
FALSE,1886,"BSc","Junior developer",FALSE,3,2.5,3956,6,12,15,34.1423611111009
FALSE,2026,"MSc or MBA","Consultant",TRUE,4,3.9,7766,3,23,28,-98.2631578947594
FALSE,1834,"BSc","Associate",FALSE,3,1.8,5098,14,34,35,14.6551724138053
FALSE,2502,"MSc or MBA","Junior developer",TRUE,3,2.4,4014,3,26,29,92.1423611111009
TRUE,1932,"BSc","Junior designer",FALSE,2,3.7,3809,8,22,11,-121.969111969137
FALSE,1697,"BSc","Business analyst",FALSE,1,1.3,3748,3,11,29,-194.767676767698
FALSE,1965,"BSc","Junior developer",TRUE,3,3.7,4064,8,8,21,142.142361111101
TRUE,1749,"BSc","Developer",TRUE,2,2.5,5478,5,13,16,-119.483333333343
FALSE,2058,"BSc","Junior designer",TRUE,3,1.8,3930,9,25,17,-0.969111969137884
FALSE,2089,"BSc","Junior developer",TRUE,2,2.4,3846,1,32,15,-75.8576388888982
TRUE,1595,"BSc","Designer",TRUE,4,2.9,4731,3,13,29,-116.651515151496
FALSE,2055,"BSc","Designer",TRUE,3,2.7,4599,6,10,25,88.6392405063498
FALSE,2078,"MSc or MBA","Junior designer",FALSE,4,2.1,4272,4,27,30,42.7857142856919
FALSE,2196,"MSc or MBA","Developer",TRUE,4,4.4,6071,6,25,9,23.2285714285572
FALSE,2575,"MSc or MBA","Developer",TRUE,2,4.1,5436,9,4,15,-161.483333333343
TRUE,2039,"MSc or MBA","Junior developer",FALSE,4,2.3,4180,6,17,12,-60.976377952762
FALSE,2012,"MSc or MBA","Business analyst",TRUE,2,2.9,3901,6,7,18,-41.7676767676971
FALSE,2024,"MSc or MBA","Consultant",TRUE,3,4.1,7403,9,9,40,78.0428571428356
FALSE,2017,"MSc or MBA","Senior designer",FALSE,2,1.8,6621,3,12,19,-128.090909090879
FALSE,1538,"MSc or MBA","Junior designer",TRUE,3,1.5,4039,7,20,20,108.030888030862
TRUE,1582,"BSc","Junior designer",TRUE,2,3.4,3805,7,34,18,-125.969111969137
FALSE,1981,"MSc or MBA","Designer",TRUE,2,2.2,4417,4,24,13,-93.3607594936502
FALSE,1855,"BSc","Senior developer",TRUE,4,3.5,7185,3,12,12,-61.2333333333336
FALSE,1472,"BSc","Business analyst",TRUE,2,3.7,3768,4,33,20,-174.767676767697
FALSE,1625,"BSc","Business analyst",TRUE,3,2.7,4005,1,6,25,62.232323232302
FALSE,1725,"BSc","Junior designer",TRUE,3,4.6,3971,0,18,6,40.0308880308621
TRUE,1725,"BSc","Associate",TRUE,2,4,5022,4,28,1,-61.3448275861947
FALSE,1800,"MSc or MBA","Junior designer",TRUE,3,4.2,4036,0,16,19,105.030888030862
FALSE,2020,"MSc or MBA","Developer",TRUE,3,1.5,5705,16,19,13,107.516666666657
FALSE,2576,"BSc","Designer",TRUE,4,3.5,4805,4,21,29,-42.6515151514959
TRUE,1924,"MSc or MBA","Senior developer",TRUE,3,2.3,6953,7,20,25,229.370370370368
FALSE,1871,"BSc","Consultant",TRUE,2,4.2,7199,2,33,22,-125.957142857163
FALSE,2378,"MSc or MBA","Junior developer",TRUE,4,2.3,4132,2,17,16,-108.976377952762
FALSE,1979,"BSc","Developer",FALSE,3,2.1,5691,5,23,18,93.5166666666573
FALSE,2197,"BSc","Junior developer",TRUE,3,3.9,3950,1,16,21,28.1423611111009
TRUE,1735,"MSc or MBA","Junior developer",TRUE,2,3.1,3945,6,39,18,23.1423611111018
FALSE,2414,"MSc or MBA","Junior developer",FALSE,3,3,3926,6,28,14,4.14236111110085
FALSE,1731,"MSc or MBA","Associate",TRUE,3,2.3,5120,3,12,16,36.6551724138053
FALSE,1947,"BSc","Junior developer",TRUE,4,2.4,4188,4,26,38,-52.976377952762
TRUE,1978,"MSc or MBA","Developer",FALSE,2,2.1,5580,5,24,27,-17.4833333333427
FALSE,1869,"MSc or MBA","Junior developer",FALSE,1,3.9,3584,2,26,6,-337.857638888899
FALSE,1938,"DSc or PhD","Senior designer",TRUE,3,2.9,6838,2,16,19,88.9090909091192
FALSE,1751,"BSc","Designer",FALSE,1,2.3,4234,4,23,16,-276.36075949365
FALSE,1740,"BSc","Associate",FALSE,3,2.9,5176,6,12,2,92.6551724138053
FALSE,1996,"BSc","Senior developer",TRUE,1,2,6299,5,3,9,-424.629629629631
FALSE,1363,"MSc or MBA","Junior developer",TRUE,4,2.3,4300,5,14,8,59.023622047238
FALSE,2260,"MSc or MBA","Consultant",TRUE,3,2.8,7477,7,23,23,152.042857142836
TRUE,2062,"MSc or MBA","Junior developer",FALSE,2,2.5,3818,1,12,25,-103.857638888898
FALSE,2171,"BSc","Consultant",TRUE,4,3.5,7772,2,19,18,-92.2631578947594
FALSE,1888,"MSc or MBA","Junior designer",FALSE,2,3.4,3863,0,31,20,-67.969111969137
FALSE,2699,"BSc","Senior developer",TRUE,3,2.5,6838,5,22,23,114.370370370368
FALSE,2708,"BSc","Junior developer",TRUE,3,3.7,4070,16,25,3,148.142361111101
FALSE,2117,"BSc","Business analyst",TRUE,3,4.3,4108,9,28,9,165.232323232302
FALSE,1947,"BSc","Business analyst",FALSE,4,4.2,4128,1,4,27,-113.888888888907
FALSE,2047,"MSc or MBA","Junior designer",FALSE,4,3.7,4135,8,17,45,-94.2142857143081
TRUE,2057,"MSc or MBA","Junior designer",TRUE,4,3.3,4226,6,24,26,-3.21428571430806
TRUE,1685,"MSc or MBA","Junior developer",FALSE,5,2.1,4338,3,22,26,97.023622047238
FALSE,2071,"MSc or MBA","Business analyst",FALSE,3,1.5,4064,2,17,6,121.232323232302
FALSE,2437,"BSc","Junior developer",TRUE,3,4,4019,5,12,13,97.1423611111009
FALSE,1959,"BSc","Junior designer",FALSE,2,4.7,3761,10,12,13,-169.969111969137
TRUE,2350,"MSc or MBA","Lead designer",TRUE,1,2.3,7927,7,9,27,-401.076923076871
FALSE,1588,"BSc","Junior designer",FALSE,1,2.3,3711,9,12,16,-219.969111969137
FALSE,2057,"MSc or MBA","Designer",FALSE,2,2.8,4343,1,17,7,-167.36075949365
FALSE,2413,"BSc","Junior developer",TRUE,3,1.8,4112,0,12,17,190.142361111101
TRUE,2354,"BSc","Developer",TRUE,3,1.5,5767,7,35,31,169.516666666657
TRUE,2105,"BSc","Associate",TRUE,4,1.4,5311,3,24,10,-127.769230769214
TRUE,2180,"MSc or MBA","Designer",TRUE,4,2.7,4888,8,14,29,40.3484848485041
FALSE,2075,"MSc or MBA","Senior designer",TRUE,3,1.9,6953,6,21,12,203.909090909119
FALSE,1761,"BSc","Designer",FALSE,3,2,4521,6,9,20,10.6392405063498
FALSE,2234,"MSc or MBA","Junior developer",TRUE,2,4.4,3750,3,26,43,-171.857638888898
FALSE,1716,"BSc","Associate",FALSE,3,2.5,5143,8,27,1,59.6551724138053
FALSE,2067,"MSc or MBA","Developer",FALSE,3,3.6,5699,4,24,19,101.516666666657
FALSE,2107,"MSc or MBA","Business analyst",FALSE,3,1.3,4053,7,25,33,110.232323232302
TRUE,2014,"BSc","Associate",TRUE,2,2.6,5023,4,30,17,-60.3448275861947
FALSE,2456,"BSc","Associate",FALSE,3,2.4,5187,3,25,18,103.655172413805
TRUE,1744,"MSc or MBA","Developer",FALSE,3,3.5,5744,7,24,27,146.516666666657
FALSE,2152,"BSc","Designer",FALSE,3,4.4,4531,4,23,14,20.6392405063498
FALSE,1978,"BSc","Junior developer",FALSE,4,1.6,4131,4,8,22,-109.976377952762
FALSE,1935,"MSc or MBA","Principal consultant",TRUE,3,4.5,9676,4,15,35,160.249999999967
FALSE,2116,"MSc or MBA","Junior developer",TRUE,3,4.8,4004,10,21,21,82.1423611111009
TRUE,1672,"MSc or MBA","Junior developer",TRUE,3,1.4,4046,10,29,6,124.142361111101
FALSE,1876,"BSc","Consultant",TRUE,2,3.5,7079,1,28,15,-245.957142857163
TRUE,2014,"MSc or MBA","Junior developer",FALSE,5,2.2,4429,8,31,11,188.023622047238
FALSE,2083,"BSc","Developer",TRUE,4,4.9,6041,0,11,22,-6.77142857144281
FALSE,2118,"BSc","Senior developer",TRUE,5,3.2,7496,1,5,6,249.766666666666
FALSE,1762,"MSc or MBA","Junior developer",FALSE,2,3.4,3777,3,24,10,-144.857638888898
TRUE,1798,"MSc or MBA","Junior designer",FALSE,4,4.8,4204,7,40,18,-25.2142857143081
TRUE,2179,"MSc or MBA","Consultant",FALSE,2,4.2,7052,3,43,11,-272.957142857163
FALSE,2139,"MSc or MBA","Junior designer",TRUE,4,2.4,4223,3,21,4,-6.21428571430806
TRUE,2370,"BSc","Junior developer",TRUE,2,2.7,3824,9,22,19,-97.8576388888982
FALSE,2279,"DSc or PhD","Senior designer",FALSE,4,3.3,7176,7,31,7,-72.3636363636042
FALSE,2259,"DSc or PhD","Consultant",FALSE,3,2.2,7490,6,23,21,165.042857142836
FALSE,1756,"BSc","Junior developer",TRUE,4,4.2,4202,6,25,19,-38.976377952762
TRUE,1728,"BSc","Business analyst",FALSE,3,2.3,3949,6,32,26,6.23232323230195
TRUE,2114,"MSc or MBA","Designer",TRUE,3,2.5,4528,8,22,16,17.6392405063498
FALSE,1982,"MSc or MBA","Associate",TRUE,3,1.9,5268,8,8,20,184.655172413805
FALSE,2445,"MSc or MBA","Junior developer",FALSE,3,3.7,4081,3,21,9,159.142361111101
FALSE,2134,"MSc or MBA","Business analyst",FALSE,3,2.2,4006,7,11,6,63.232323232302
FALSE,1907,"MSc or MBA","Developer",FALSE,2,3.6,5510,7,19,19,-87.4833333333427
TRUE,1744,"MSc or MBA","Junior designer",FALSE,4,2,4176,8,13,7,-53.2142857143081
FALSE,1854,"BSc","Developer",FALSE,3,2,5823,1,10,25,225.516666666657
TRUE,2086,"BSc","Junior designer",TRUE,4,2.9,4156,2,37,27,-73.2142857143081
FALSE,1887,"BSc","Consultant",FALSE,3,1.8,7535,9,24,12,210.042857142836
FALSE,2129,"BSc","Junior designer",FALSE,4,4.4,4274,5,17,31,44.7857142856919
FALSE,1916,"BSc","Developer",TRUE,3,3.3,5782,5,15,12,184.516666666657
FALSE,1974,"MSc or MBA","Senior developer",FALSE,1,2.7,6336,4,22,18,-387.629629629631
TRUE,1817,"MSc or MBA","Designer",TRUE,2,1.6,4410,5,9,7,-100.36075949365
FALSE,2476,"BSc","Associate",FALSE,4,4.5,5305,5,20,15,-133.769230769214
FALSE,2083,"MSc or MBA","Developer",TRUE,4,4.8,6035,5,22,37,-12.7714285714428
FALSE,2058,"BSc","Developer",FALSE,4,3.8,5920,6,25,38,-127.771428571443
FALSE,1577,"BSc","Developer",TRUE,3,2,5704,1,28,6,106.516666666657
FALSE,2165,"MSc or MBA","Junior developer",TRUE,4,4.4,4181,9,16,18,-59.976377952762
FALSE,1744,"BSc","Junior designer",TRUE,2,3.8,3753,5,22,25,-177.969111969137
FALSE,1777,"BSc","Business analyst",TRUE,3,1.7,4010,2,25,35,67.232323232302
FALSE,2230,"BSc","Associate",TRUE,3,4.8,5237,2,19,19,153.655172413805
TRUE,1887,"MSc or MBA","Junior developer",TRUE,2,1.3,3803,1,16,33,-118.857638888898
FALSE,1563,"MSc or MBA","Designer",FALSE,3,1.1,4576,1,20,24,65.6392405063498
FALSE,2442,"BSc","Junior developer",TRUE,3,3.5,3982,7,11,12,60.1423611111009
FALSE,1406,"BSc","Business analyst",FALSE,3,1.9,4049,6,22,21,106.232323232302
FALSE,2143,"DSc or PhD","Lead designer",TRUE,3,1.7,8578,7,31,7,249.923076923129
FALSE,2254,"BSc","Developer",FALSE,3,3.5,5698,12,20,20,100.516666666657
FALSE,1842,"MSc or MBA","Junior developer",TRUE,2,1.6,3878,6,20,21,-43.8576388888982
FALSE,2111,"MSc or MBA","Junior developer",TRUE,3,2.5,4063,4,12,19,141.142361111101
FALSE,2110,"BSc","Junior developer",TRUE,5,3.4,4450,1,19,33,209.023622047238
TRUE,2260,"BSc","Junior developer",TRUE,1,2.7,3746,6,13,10,-175.857638888899
FALSE,2121,"BSc","Junior designer",FALSE,3,3.3,3976,1,23,38,45.0308880308621
FALSE,2229,"BSc","Junior designer",TRUE,3,3.8,4038,5,17,19,107.030888030862
FALSE,2200,"BSc","Junior developer",TRUE,2,3.8,3755,4,15,8,-166.857638888898
FALSE,1766,"BSc","Junior developer",FALSE,3,3.9,4056,7,18,6,134.142361111101
